tempo,danceability,energy,instrumentalness,liveness,valence
142.003,0.641,0.548,0.905,0.112,0.242
150.028,0.555,0.728,0.885,0.111,0.517
141.961,0.531,0.795,0.896,0.138,0.632
149.973,0.543,0.689,0.175,0.0623,0.179
142.026,0.555,0.75,0.895,0.107,0.178
142.014,0.732,0.778,0.928,0.11,0.163
181.578,0.759,0.684,0.000941,0.0702,0.457
140.083,0.573,0.771,0.693,0.142,0.0667
158.568,0.364,0.839,0.00258,0.119,0.113
135.821,0.462,0.522,0.0584,0.138,0.0652
120.006,0.437,0.62,0.801,0.0869,0.0656
152.065,0.441,0.528,0.836,0.0936,0.139
119.934,0.534,0.71,0.259,0.0912,0.109
123.898,0.601,0.498,0.16,0.0607,0.483
155.962,0.464,0.853,0.92,0.136,0.228
209.918,0.588,0.486,0.941,0.0576,0.037
120.061,0.624,0.618,0.87,0.11,0.155
135.266,0.372,0.621,0.804,0.094,0.159
138.006,0.528,0.578,0.865,0.172,0.509
115.983,0.581,0.548,0.617,0.0709,0.0386
149.948,0.564,0.816,0.919,0.329,0.308
139.98,0.52,0.765,0.775,0.145,0.103
140.032,0.519,0.836,0.757,0.374,0.177
124.995,0.64,0.879,0.859,0.0771,0.208
151.95,0.464,0.842,0.683,0.0587,0.19
130.01,0.882,0.525,0.037,0.0591,0.237
130.034,0.834,0.418,0.267,0.153,0.51
133.027,0.752,0.802,0.694,0.0769,0.482
110.203,0.507,0.742,0.00403,0.0712,0.0397
130.076,0.707,0.42,0.275,0.106,0.0397
120.031,0.366,0.601,0.938,0.122,0.0381
130.029,0.191,0.537,0.0138,0.118,0.0453
125.027,0.383,0.759,0.961,0.11,0.0552
219.934,0.539,0.541,0.288,0.095,0.0999
120.157,0.295,0.507,0.935,0.101,0.0374
219.942,0.38,0.468,0.949,0.0832,0.0494
120.21,0.262,0.511,0.0143,0.0784,0.0882
149.872,0.299,0.676,0.053,0.18,0.0989
91.98,0.355,0.221,0.909,0.109,0.0398
220.036,0.699,0.407,0.766,0.103,0.0486
160.014,0.516,0.457,0.953,0.111,0.0847
138.784,0.223,0.0223,0.84,0.0967,0.059
220.012,0.682,0.196,0.868,0.103,0.0406
219.96,0.362,0.313,0.92,0.0673,0.0582
169.992,0.543,0.142,0.799,0.0872,0.055
160.057,0.623,0.501,0.89,0.186,0.192
152.914,0.253,0.568,0.274,0.1,0.0604
180.018,0.723,0.273,0.798,0.112,0.151
119.848,0.519,0.472,0.122,0.365,0.0713
117.032,0.639,0.536,0.773,0.061,0.117
118.004,0.734,0.463,0.866,0.349,0.0793
127.019,0.546,0.583,0.896,0.204,0.0559
120.014,0.554,0.169,0.865,0.314,0.036
120.096,0.505,0.528,0.485,0.115,0.0382
180.018,0.723,0.273,0.798,0.112,0.151
209.952,0.432,0.425,0.345,0.12,0.0346
189.156,0.343,0.667,0,0.26,0.0964
195.611,0.496,0.592,0.865,0.0503,0.102
129.952,0.533,0.513,0.233,0.0855,0.0386
125.008,0.67,0.534,0.908,0.129,0.184
140.253,0.5,0.672,0.0782,0.315,0.26
133.985,0.339,0.616,0.691,0.272,0.0955
119.894,0.726,0.845,0,0.144,0.484
210.184,0.455,0.709,0.00234,0.229,0.0571
125.065,0.782,0.423,0.161,0.111,0.347
129.942,0.48,0.841,0.971,0.269,0.169
150.053,0.338,0.826,0.51,0.099,0.209
140.051,0.646,0.717,0.123,0.0715,0.0489
129.975,0.528,0.912,0.907,0.242,0.158
121.988,0.642,0.873,0.000385,0.605,0.416
138.018,0.57,0.933,0.0641,0.142,0.165
137.979,0.461,0.758,3.64E-05,0.43,0.166
130.02,0.533,0.766,0.00356,0.228,0.119
130.001,0.526,0.818,0.683,0.0961,0.149
118.05,0.579,0.862,0.0786,0.266,0.24
130.005,0.487,0.89,0.344,0.112,0.0688
130.026,0.411,0.79,0.0352,0.124,0.0554
144.025,0.793,0.419,0.192,0.367,0.539
179.981,0.387,0.92,0.00132,0.263,0.167
138.003,0.375,0.714,0.894,0.416,0.061
179.846,0.443,0.688,2.77E-06,0.324,0.2
130.001,0.596,0.886,0.763,0.104,0.0373
129.996,0.533,0.954,0.126,0.205,0.039
139.979,0.514,0.948,0.00411,0.118,0.106
145.995,0.515,0.994,0.31,0.117,0.174
119.996,0.515,0.741,0.14,0.0942,0.309
126.01,0.556,0.93,0.726,0.0931,0.162
126.001,0.6,0.862,0.311,0.552,0.513
137.702,0.346,0.719,4.80E-06,0.155,0.303
144.013,0.521,0.946,0.4,0.229,0.164
125.982,0.511,0.874,0.138,0.183,0.391
112.065,0.274,0.783,0.605,0.148,0.0788
152.006,0.524,0.794,0.919,0.0598,0.253
118.047,0.616,0.594,0.293,0.0858,0.165
189.596,0.252,0.614,0.0748,0.596,0.25
121.984,0.627,0.804,0.595,0.107,0.0392
117.966,0.55,0.585,0.821,0.086,0.07
139.987,0.5,0.516,0.84,0.111,0.27
154.04,0.462,0.443,0.96,0.152,0.0549
129.875,0.303,0.544,0.907,0.111,0.224
171.984,0.534,0.66,0.88,0.175,0.14
140.071,0.496,0.749,0.81,0.479,0.409
206.83,0.178,0.391,0.964,0.238,0.146
128.017,0.453,0.764,0.697,0.254,0.0609
120.009,0.676,0.348,0.821,0.0991,0.0696
200.016,0.608,0.681,0.491,0.0687,0.154
139.815,0.439,0.606,0.69,0.077,0.0991
120.064,0.626,0.498,0.627,0.109,0.133
141.867,0.504,0.471,0.236,0.434,0.14
120.018,0.693,0.675,0.655,0.178,0.0544
114.978,0.524,0.594,0.517,0.0873,0.0653
140.006,0.646,0.466,0.897,0.0714,0.168
118.029,0.298,0.358,0.762,0.122,0.0341
215.974,0.675,0.639,0.448,0.045,0.194
125.012,0.729,0.477,0.00271,0.0814,0.481
207.952,0.533,0.494,0.869,0.103,0.083
213.36,0.339,0.297,0.743,0.13,0.162
120.041,0.56,0.371,0.84,0.0847,0.0415
130.013,0.695,0.625,0.849,0.147,0.153
219.996,0.658,0.
